,"Cultivo_de_cereales,_oleaginosas_y_forrajeras","Cultivo_de_hortalizas,_legumbres,_flores_y_plantas_ornamentales",Cultivo_de_frutas_y_nueces,Cultivos_industriales,Produccion_de_semillas,"Cria_de_ganado_y_produccion_de_leche,_lana_y_pelos",Produccion_de_granja,Servicios_agropecuarios,Caza,Silvicultura_y_extraccion_de_madera,Pesca,"Extraccion_de_petroleo,_gas,_carbon_y_uranio",Extraccion_de_minerales_metaliferos,Extraccion_de_otros_minerales,"Matanza_de_animales,_conservacion_y_procesamiento_de_carnes",Elaboracion_y_conservacion_de_pescado_y_productos_de_pescado,"Elaboracion_y_conservacion_de_frutas,_legumbres_y_hortalizas",Aceites_y_subproductos_oleaginosos,Productos_lacteos,Molienda_de_trigo_y_de_otros_cereales,Alimentos_balanceados,Productos_de_panaderia,Azucar,"Cacao,_chocolate_y_productos_de_confiteria",Pastas_alimenticias,Otros_productos_alimenticios,Bebidas_alcoholicas,Produccion_vitivinicola,Cerveza_y_malta,"Gaseosas,_agua_mineral_y_otras_bebidas_no_alcoholicas",Productos_de_tabaco,"Fibras,_hilados_y_tejeduria_de_productos_textiles",Acabado_de_productos_textiles,Fabricacion_de_productos_textiles,Tejidos_de_punto,"Prendas_de_vestir,_terminacion_y_tenido_de_pieles",Curtido_y_terminacion_de_cueros,Marroquineria_y_talabarteria,Calzado_y_sus_partes,Aserraderos,Madera_y_sus_productos,Celulosa_y_papel,Papel_y_carton_ondulado_y_envases_de_papel_y_carton,Productos_de_papel_y_carton,"Edicion_de_libros,_folletos,_grabaciones_y_otras_ediciones",Edicion_de_periodicos_y_revistas,Impresiones_y_reproduccion_de_grabaciones,Refinacion_de_petroleo,Quimica_basica,Fertilizantes_y_plaguicidas,Materias_primas_plasticas_y_caucho_sintetico,Pinturas_y_barnices,Productos_medicinales,"Jabones,_detergentes_y_cosmeticos",Otros_productos_quimicos,Fibras_sinteticas_manufacturadas,"Cubiertas,_camaras_y_recauchutado_de_cubiertas",Productos_de_caucho,Productos_de_plastico,Vidrio_y_productos_de_vidrio,Productos_de_ceramica_refractaria_y_no_refractaria_para_uso_no_estructural,Arcilla_y_ceramica_no_refractaria_para_uso_estructural,"Cemento,_cal_y_yeso","Articulos_de_hormigon,_cemento_y_yeso",Industrias_basicas_de_hierro_y_acero,Metalurgia_de_no_ferrosos,Fundicion_de_metales,"Estructuras_metalicas,_tanques,_depositos_y_generadores_de_vapor","Forja,_laminado_y_tratamiento_de_metales",Articulos_de_cuchilleria_y_ferreteria_y_herramientas_de_mano,Otros_productos_metalicos,"Motores,_turbinas,_bombas_y_compresores","Engranajes,_hornos,_elevadores_y_otras_maquinarias_de_uso_general",Tractores_y_maquinaria_agricola,Otra_maquinaria_de_uso_especial,Aparatos_de_uso_domestico,Maquinas_de_oficina_e_informatica,"Motores,_generadores_y_transformadores_electricos",Aparatos_de_control_y_distribucion_de_energia_electrica,Hilos_y_cables_aislados,Acumuladores_y_pilas,Lamparas_electricas_y_equipos_de_iluminacion,"Tubos_y_transmisores_de_radio,_TV_y_telefonia",Receptores_de_radio_y_TV,"Instrumentos_medicos,_opticos_y_de_precision_y_relojes",Vehiculos_automotores,Carrocerias_y_remolques,Autopartes,"Buques,_locomotoras_y_aeronaves","Motocicletas,_bicicletas_y_otros_tipos_de_transportes",Muebles_y_colchones,Otras_industrias_manufactureras,Electricidad,Gas,Agua,Construccion,Comercio_mayorista,Comercio_minorista,Hoteles,Restaurantes,Transporte_terrestre_de_pasajeros,Transporte_terrestre_de_carga,Transporte_por_tuberias,Transporte_maritimo,Transporte_aereo,Actividades_de_transporte_complementarias,Correos,Telecomunicaciones,Instituciones_Financieras,Seguros,Servicios_a_las_empresas_y_profesionales,Actividades_inmobiliarias,Administracion_publica_y_defensa_y_planes_de_la_seguridad_social_de_afiliacion_obligatoria,Ensenanza_publica,Ensenanza_privada,Salud_humana_publica,Salud_humana_privada,Servicios_veterinarios,Servicios_sociales,Servicios_de_saneamiento,Actividad_de_asociaciones,"Servicios_de_cine,_radio_y_television","Servicios_personales,_de_reparacion,_actividades_deportivas_y_de_esparcimiento",Servicio_domestico,DEMANDA_INTERMEDIA,BIENES,SERVICIOS,X,C_HOG,T_HOG,SUBTOTAL_HOGARES,C_ONG,C_GOB,C_TOT,IBIF,VARSTOCK,I_TOT,DF_TOT,D_TOT,CIFFOB,D_TOTAJU
Azucar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.364253364,14590.50652,0,52526.62488,370.6590548,625.7838849,56698.78953,7879.9869,46597.59402,0,14593.90089,21146.20541,2223.443595,359.0778013,73735.17259,0,0,0,0,0,0,0,0,0,0,0,56514.05718,0,0,0,0,0,0,3377.796872,0,0,0,10171.41949,8034.704829,0,0,0,0,0,0,0,0,0,1.534537941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838.4981415,29432.08309,0,0,0,0,0,0,0,0,0,0,0,0,2082.760387,306.0450612,647.7744539,20.20904991,117.0037074,0,198.682208,0,0,0.067231662,2.723829886,0,403097.4694,60419.56866,0,60419.56866,235525.4722,6794.630884,242320.1031,0,0,242320.1031,0,32049.0773,32049.0773,334788.7491,737886.2185,0,737886.2185
"Cacao,_chocolate_y_productos_de_confiteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.1641213,0,15197.34927,0,0,31089.04574,1.432291863,49484.4468,0,73.83581351,886.0884096,0,0,0,161.730054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4283.677794,24698.33376,0,0,0,0,0,0,0,0,0,0,0,0,954.0761163,253.4775659,1734.558931,175.1836667,126.2771532,0,172.7886273,0,0,0.001546098,0.080461714,0,129661.5481,149261.5276,0,149261.5276,733087.5885,7756.137021,740843.7255,0,0,740843.7255,0,16966.81302,16966.81302,907072.0661,1036733.614,0,1036733.614
Pastas_alimenticias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6043.15487,296.0902739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3274.64546,109632.5572,0,0,0,0,0,0,0,0,0,0,0,0,116.5643399,289.3030222,3214.73839,2077.123577,474.0743617,0,242.7273835,0,0,0,0,0,125660.9789,15495.0244,0,15495.0244,751720.0479,13273.30613,764993.354,0,0,764993.354,0,14680.77287,14680.77287,795169.1513,920830.1301,0,920830.1301
Otros_productos_alimenticios,0,0,0,0,0,0,54.02579092,0,0,0,482.4396433,0,0,0,32299.55266,1527.877775,73.89079155,24.23971468,28468.07992,9496.050987,266.4953123,129270.1962,367.920415,2140.267976,2636.252165,174438.6111,663.4122107,1471.55576,0,168702.5199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.97302978,0,0,0,408.103331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11899.74073,255829.3839,0,0,0,0,0,0,0,0,0,0,0,0,11211.4946,596.7743147,1460.822054,445.1334372,2125.502484,0,3851.631515,0,0,0.361726363,14.58377114,0,840301.8933,178912.4565,0,178912.4565,1108121.138,10985.2001,1119106.338,0,0,1119106.338,0,-22233.18928,-22233.18928,1275785.605,2116087.499,0,2116087.499
Bebidas_alcoholicas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.5730739,0,0,0,0,867.6476494,0,4205.828053,0,3.601340014,2257.796131,867.2893208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.58385433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.7758235,28041.22619,0,0,0,0,0,0,0,0,0,0,0,0,40.66202164,1.638999578,4.231215288,1.197021454,6.849860261,0,14.48724289,0,0,0,0,0,37060.3878,36160.20944,0,36160.20944,126507.6169,2988.132772,129495.7497,0,0,129495.7497,0,9641.191901,9641.191901,175297.1511,212357.5389,0,212357.5389
Produccion_vitivinicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.54901558,18778.34247,0,0,0,0,9.053385655,0,0,0,218.8606352,1423.268013,336528.7082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.6951932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12661.23811,344579.2641,0,0,0,0,0,0,0,0,0,0,0,0,7450.16237,0,0,13.54814934,78.38304137,0,0,0,0,0.012785608,0.514208311,0,722181.5997,135656.2282,0,135656.2282,1235822.032,8752.157088,1244574.189,0,0,1244574.189,0,55433.83563,55433.83563,1435664.253,2157845.853,0,2157845.853
Cerveza_y_malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.05303348,0,0,0,103.1011466,0,0,42833.50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10469.56474,148791.2645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202260.4842,63693.38596,0,63693.38596,514104.6133,0,514104.6133,0,0,514104.6133,0,24013.07316,24013.07316,601811.0724,804071.5566,0,804071.5566
"Gaseosas,_agua_mineral_y_otras_bebidas_no_alcoholicas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.96779241,0,534.6512531,0,0,0,0,0,0,0,0,6.025103831,777.5444599,0,0,165083.5425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.51983192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12599.32587,455096.9694,0,0,0,0,0,0,0,0,0,0,0,0,14826.51459,241.662585,512.9608752,119.1547784,94.03977625,0,8074.361387,0,0,0.073527563,2.931022722,0,658088.2448,24663.31074,0,24663.31074,2341850.194,24948.29047,2366798.484,0,0,2366798.484,0,57329.05926,57329.05926,2448790.854,3106879.099,0,3106879.099
Productos_de_tabaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39733.97035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16271.32288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56005.29324,211266.9539,0,211266.9539,680515.8594,0,680515.8594,0,0,680515.8594,0,41079.03176,41079.03176,932861.845,988867.1383,0,988867.1383
"Fibras,_hilados_y_tejeduria_de_productos_textiles",0,391.5928175,14.62878478,1206.080487,12.56272227,7.764188204,92.45791294,0,0,0,287.6633093,14.6825647,1.322561466,6.000455593,9.2344765,2.073181751,3.20596376,20095.68857,7.031062493,594.7080118,700.1599418,9.397862542,0.250760113,0.971374497,3.613341963,1099.684736,0.195130736,2.220040041,0.851557379,8.984572224,389.9724717,669356.02,1597.405174,101639.0418,250733.4065,652990.346,0,9904.569349,34519.76494,1.647485381,675.6612362,9894.006895,4723.456897,5248.023311,1.202957081,5.595798414,72.66476214,0,3.122947613,1.396818888,8.162548907,1.965000745,3142.420389,181.6481063,1357.74377,20.70167879,16923.88128,1962.102521,7265.271782,1.123713405,151.6866913,1.747618259,1.162226051,0.773077166,4.594644165,1.674872151,0,2.352694708,33.44240179,3.052769015,3030.268831,18.1031171,10.50953603,1.834057752,0,3.521144018,0.124181885,64.6428741,1.524758418,0.522916139,1.829265067,0,1.947028178,1.139118464,2821.940552,2159.771134,1.292313208,31214.77831,0.47697433,0.415080732,36674.96085,2634.343469,8.892047733,1.926162882,5.394936934,2235.751332,753.5782906,1250.853903,529.5811135,709.0267954,14.06643231,20.94163731,0.27700143,1.1120626,84.14606793,25.22694852,7.094029259,40.08318973,82.27832006,31.0475384,13021.67127,0,4419.70456,1642.800353,1471.48789,2687.312229,15379.92858,2.428576033,128.644758,8.618322353,1104.281341,1293.164883,3442.201788,0,1926443.307,558925.2803,0,558925.2803,207450.3058,496.3368359,207946.6426,0,0,207946.6426,0,147528.8107,147528.8107,914400.7336,2840844.041,0,2840844.041
Acabado_de_productos_textiles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4081.940536,177751.4951,51963.04198,113692.1104,47430.59221,0,1281.121636,4339.760755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6341.713234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.6017184,0,0,0,0,0,0,0,0,0,0,0,0,0,407051.3776,12789.9031,0,12789.9031,51912.53071,54.52946895,51967.06018,0,0,51967.06018,0,13755.56687,13755.56687,78512.53015,485563.9077,0,485563.9077
Fabricacion_de_productos_textiles,97.68998234,113.8132455,75.22372764,3736.099279,20.92739091,43.03549939,31.31076616,39.51319991,1.447375468,0.905902452,4634.163455,0,0,0,216.7914663,0,202.0565262,0,1348.216445,0,56.05324381,672.2353275,419.7185417,78.67017363,107.9457967,0,0.607767107,114.1294423,0,195.7722554,18852.52348,0,0,116398.488,6481.449281,90791.20268,0,3610.435365,39412.70734,61.34082784,3153.10155,12875.30937,0,66800.11458,0,95.48181134,2789.439256,0,0,41.08656329,0,0,15.63671675,0,0,0,579.9501195,113.1162464,432.7117386,40.37627234,2451.318971,71.04786763,0,6.489059731,345.8489714,0,0,18.41453738,1621.956487,114.4436144,0,26.25100953,53.9112661,150.8983152,0,6.25511204,0,60.590495,55.38590583,98.54962678,0,405.9550589,77.54510404,48.13999016,72.43283957,129934.4052,673.5584573,0,3.251040772,0,27436.64896,0,0,0,0,134843.7522,4685.738484,8000.187068,31197.13966,40684.52037,0,0,0,0,4025.068277,0,0,0,0,0,4322.022834,0,7971.679877,754.7237335,984.9209041,2294.41725,17658.69579,231.718516,7621.768689,0,32422.64087,120.640935,968.2702456,0,837272.0017,79906.90013,3.756924514,79910.65706,347048.1371,8606.567849,355654.705,0,0,355654.705,0,-22455.33426,-22455.33426,413110.0278,1250382.029,0,1250382.029
Tejidos_de_punto,0,74.99530613,11.96900573,89.29606196,5.998848579,6.352517622,75.56064348,0,0,0,243.0939219,509.8159172,0,0,461.1108998,103.4626312,128.6246295,0,185.3566551,0,0,585.5867349,0,0,0,440.3560805,0,0,0,204.6849107,0,24491.64322,0,7430.499803,55736.74622,282449.1695,0,5716.023512,17987.62738,105.2406551,509.1041657,0,0,8741.344304,0,0,162.3358131,0,0,0,0,0,192.4350511,121.9718334,0,0,0,0,0,0,53.51640588,0,0,111.6896022,136.9354876,0,122.1448602,111.8719429,130.6017637,0,2551.190741,0,121.3403726,183.1735055,0,0,0,16.21360295,0,0,0,0,0,0,1514.834317,308.9001753,0,15050.22969,0,0,65338.62659,3086.151733,358.6747776,0,0,1233.164138,455.5026721,756.0824171,694.3660788,2125.215007,468.7974225,0,0,0,0,0,0,0,0,0,19655.43763,731.1833806,2381.872651,591.1395474,1249.435508,1293.457089,4745.631321,0,0,3115.138444,973.9914668,352.6167689,0,0,536789.5333,29923.49567,0,29923.49567,427967.2761,885.633581,428852.9097,0,0,428852.9097,0,27828.02571,27828.02571,486604.4311,1023393.964,0,1023393.964
"Prendas_de_vestir,_terminacion_y_tenido_de_pieles",381.0066631,84.53556393,55.8100896,95.7712872,46.65760789,417.0417456,113.6619252,64.77673044,0.596500716,34.04705002,2073.431508,4588.343255,0,0,4183.977062,931.1636805,1157.621665,176.2559841,1668.209896,381.8189916,135.6050022,5270.280614,209.467154,304.1095783,411.1961092,1583.814171,15.10000167,912.3412173,614.0043219,1842.164196,173.6961084,0,258.1672039,0,0,81186.80824,754.9127057,0,4752.093113,947.1658962,1663.782248,238.374737,498.3240598,521.1862651,81.25838443,412.0334341,1005.493187,249.6358854,855.681164,765.7480419,0,261.8245806,1731.91546,1097.7465,498.6870129,53.26000842,82.9568704,548.1148894,0,573.8691972,396.2929472,713.853875,467.7918296,1005.20642,1232.419388,511.2866709,1099.303742,1006.847486,1175.415874,636.0590044,1534.653037,721.0461229,1092.063353,1648.56155,743.5161701,395.3778829,13.20746044,304.0721307,153.1729344,130.0994866,867.7469545,224.3050228,319.8557901,265.3350477,315.0288978,2780.101577,481.6810273,2276.089332,947.6223309,85.66845661,2172.165486,370.879508,3228.072998,44.32156791,220.2683697,11098.47724,1838.789178,3052.180044,6249.294709,19126.93507,4219.176802,0,0,0,0,0,0,346.8993853,0,0,116626.8908,6580.650425,15138.82223,5021.924752,10629.3963,2838.919829,19776.03375,249.8670849,575.6866347,28036.246,8105.555782,3173.55092,247.7422063,0,419477.9736,174078.2289,0,174078.2289,3137466.376,7738.748836,3145205.125,0,0,3145205.125,0,36502.04308,36502.04308,3355785.397,3775263.371,0,3775263.371
Curtido_y_terminacion_de_cueros,0,0,0,0,0,0,134.7703636,0,0,0,0,0,0,0,2325.176479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.1096159,0,30683.74994,130283.2937,127409.7852,201096.2283,0,0,0,0,0,0,0,1613.551105,0,0,0,0,0,0,0,0,0,0,82.99000805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.25892137,0,0,0,0,0,14587.12358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.106172368,0,44.59941326,2.192817317,4.641267556,0.074903822,0,0,0,0,516.0263339,0.003234412,0,0,508929.6814,961806.1712,0,961806.1712,40833.52262,0,40833.52262,0,0,40833.52262,0,35568.80845,35568.80845,1038208.502,1547138.184,0,1547138.184
Marroquineria_y_talabarteria,118.6022881,26.31479258,17.37293588,29.81232324,14.5238905,128.7869128,118.6714183,20.16413147,0.18568271,9.34249211,1.048821859,0,0,0,2.14108733,0,0.738769779,0.912029475,1.608844936,1.102923999,0.125864782,1.946285938,0,0.223175227,0.789083837,1.358878087,0.043339832,0.480225264,0.033575916,2.090275114,0.253463293,0,0.164392466,0,0,1.792674934,0,4961.724178,14569.58518,0.295906439,0.58583497,0.24609054,0,0.348711292,0.277531158,0,0.964883316,0,0.644119571,0.346380953,0,0.446350453,2.25466758,1.219493203,0.343928965,0.0886723,0,0.66952568,0,0.254061084,0,0,0.264024264,0.338748112,0,0.384578739,0,0.544985933,0,0.683474131,1.224474792,0.271695912,0.06874594,0,0,0.371626605,0.018531514,0.450335725,0.284149887,0.121550793,0.362560111,0.30148582,0.440970336,0.25605372,17.98826113,1.259345922,0.280961669,0,0.111933093,0.091661254,1.589127172,0,0,0,0,0,0,0,2.814642505,7.872056635,0,0,0,0,0,0,0,0,0,0,6.910269124,0.827940729,978.1358737,557.06129,1179.074831,312.8649655,1185.533065,0,0,6.445544706,2070.596731,0.019387209,2.087519923,0,26378.87949,25233.68232,0,25233.68232,295142.9271,628.546398,295771.4735,0,0,295771.4735,0,10840.49021,10840.49021,331845.6461,358224.5256,0,358224.5256
Calzado_y_sus_partes,49.72635783,11.03299787,7.283947382,12.49940686,6.08942869,54.42940789,141.6141519,8.454211405,0.077851153,4.443585785,1262.504037,0,0,0,1222.711133,0,368.726471,50.52320002,531.2220509,109.4589469,38.87266445,1675.683897,60.04709875,87.17477471,117.934157,504.494785,4.328374685,261.5307748,176.0405368,586.7698432,49.79243546,297.6312811,74.0025823,1816.913918,73.37318483,51.0230717,216.4085975,25.71222279,100158.9136,301.6205368,530.0061166,68.33524053,142.8483443,149.3948152,23.16951304,118.1162303,319.9695068,0,245.2871596,219.4965488,52.13493672,75.05772154,551.6535192,323.8927292,142.9764355,15.26496203,23.78164051,157.1364963,599.3015799,164.4911393,113.6168405,204.6527798,134.1105013,320.1495191,392.5514229,146.5749671,350.1200811,320.7752305,374.3827545,182.3271393,488.8722736,142.7783089,316.507676,525.0981065,213.1473418,113.3514431,3.787443039,87.15634433,43.90485065,37.29387343,248.7576001,64.28055698,91.67915952,76.05941268,90.28490129,788.1732369,138.0804051,725.0032205,269.8977025,24.55295191,691.931747,106.3285469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1924.292325,0,9229.805067,468.2982339,763.6833447,4097.81185,7987.653866,0,0,0,285.5221301,1487.904865,95858.75431,0,244271.2945,117440.0851,0,117440.0851,1305723.991,9209.316731,1314933.307,0,0,1314933.307,0,40388.97825,40388.97825,1472762.371,1717033.665,0,1717033.665
Aserraderos,0,26857.37069,42.13104701,21106.7434,35.21842701,387.6524671,20.00809999,2323.483064,0,24.34397136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54934.06506,277935.4068,2023.88965,2673.090188,1511.437614,0,0,2.532754753,0,12215.95179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.52238461,0,565.726472,0,1944.510757,0,352.254385,0,0,0,0,0,0,0,0,0,0,0,1397.50925,0,1642.27061,0,77958.33938,1025.553623,0,0,0,373109.2367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860132.2486,16408.17749,0,16408.17749,0,0,0,0,0,0,0,29722.68866,29722.68866,46130.86615,906263.1148,0,906263.1148
Madera_y_sus_productos,287.5402201,4.390575938,0,0,0,0,0,48.89996584,0.450298502,0,701.1123728,0,0,0,26513.98101,382.5203087,11280.11167,10165.69566,98.82028549,2155.830051,0.01501851,1822.248781,8.559705939,1043.607023,4917.077632,3147.91725,0,32377.30006,0,4971.432253,361.7094101,0,8.318529695,1090.54242,3.797508586,0,1457.439658,9706.476384,41.34293874,0,13906.62897,521.7278361,1208.8691,22.87331074,8.701374824,0.155564022,1044.296705,136.3596576,1808.452881,2844.979799,3473.211399,633.1180342,2001.514145,3413.605395,2385.171731,2094.104728,6.822668582,39.20263544,0,3975.070465,341.5803004,6816.190459,1204.205643,675.0149838,3496.397525,199.3825388,240.1262339,3923.561778,8100.248219,2752.924863,0,1478.800511,1606.519858,25.40991215,1966.938373,3032.520261,0,0,0,5653.806832,542.6067024,858.3501144,3120.002818,3.385878337,701.6963908,230.1783113,32.33685682,10948.76007,687.0129639,95.67900722,452480.1441,516.5580017,0,0,0,628339.0427,22756.83782,37773.75194,0,0,0,0.044917096,0.039882812,0,0,0,0,0,0,0.166866112,117.0054889,0,896.059554,0,371.156559,2117.173971,0,0,0,59992.37064,2215.963355,0.008595465,0,0,1418431.965,82697.77921,0,82697.77921,0,0,0,0,0,0,0,-64111.44164,-64111.44164,18586.33758,1437018.303,0,1437018.303
Celulosa_y_papel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13048.46829,0,0,0,0,0,0,0,0,0,0,40099.96024,296928.2542,307767.9228,1637.903416,34431.24237,126481.8338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820395.5852,62756.18543,0,62756.18543,0,0,0,0,0,0,0,0,0,62756.18543,883151.7706,0,883151.7706
Papel_y_carton_ondulado_y_envases_de_papel_y_carton,1291.794586,149.5625429,187.5913145,379.0547466,428.2919913,1412.157566,0,0,2.022730487,115.4533501,14615.05515,7293.222883,0,0,7657.849606,0,0,0,142241.9877,24416.6541,3108.497195,0,11680.49584,50534.87161,20702.2409,50694.91428,4582.107036,81721.05505,12012.75106,67432.51652,0,0,418.6094658,0,0,0,0,0,0,0,0,602.4437023,2855.212123,573.9494631,176.8576904,17559.0731,682.5319153,0,0,0,0,3999.210659,46907.87086,34394.2753,0,0,0,0,0,0,0,0,26239.34953,3706.599841,0,0,0,0,0,4255.955796,0,0,0,0,0,5635.754469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204125.4459,338824.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5144.744721,0,0,1198762.961,226828.5772,0,226828.5772,4462.294,0,4462.294,0,0,4462.294,0,49067.74584,49067.74584,280358.617,1479121.578,0,1479121.578
Productos_de_papel_y_carton,0.00169443,0.011828445,0.000801162,0.005311499,0.000317923,0.047887405,4256.005994,201.4076889,0,0.066598434,0.034330611,0,290.6395867,1240.555973,46954.69458,7167.834389,31807.51591,1719.801687,0,0,0,98899.66693,0,0,0,0,0,0,0,0,0,0,0,0,5763.124412,22591.0373,559.3960733,0,8522.792067,385.7075345,682.6653308,903.0240058,10011.58089,7213.128455,3013.649569,650.4136762,730.6311451,4915.065106,4.712379335,5886.598231,4377.402258,20.27969558,0,0,4994.540093,317.5499409,280.0524195,1393.858594,57094.69983,4370.268061,7589.667496,10002.9945,0,0,7215.300187,3207.373228,9.272824283,104.5904958,82.13429016,19.89027233,8203.862966,18.41148285,69.49978369,12.98556368,8.248440659,1062.387512,0,45.12001601,40.60539554,890.6331986,117.891261,3994.161703,2426.063966,5548.894481,7569.092029,2581.061004,469.9402068,9294.684399,174.6424716,933.2101216,11560.05446,6.665388411,2207.678394,476.0558722,1346.543003,46415.85881,5000,8661.81437,9483.633197,41983.83964,3449.782449,5225.663212,60.99232505,277.4872091,4149.523356,12316.22963,623.3051178,13208.21619,22920.83519,10358.52121,140248.817,0,24219.67009,3517.532179,18559.70133,4540.990457,6934.269029,588.6265241,1836.917866,1197.086381,39891.85323,0,29795.40296,0,879976.654,707.2942653,0,707.2942653,302025.2516,2786.19024,304811.4418,0,0,304811.4418,0,49049.01572,49049.01572,354567.7518,1234544.406,0,1234544.406
